loan_id,borrower_name,loan_amount,days_overdue,past_defaults,income_band,payment_consistency,city,recovery_probability,risk_flag,days_overdue_bucket
LN2233,Jasmine Butler,63162,45,0,Mid,0.89,Desireebury,56,Medium,31-45
LN2234,Johnny Allen,214442,5,0,Mid,0.53,South Michael,54,Medium,0-15
LN2235,Carol Adams,487143,60,1,Mid,0.33,Martinezborough,10,Low Priority,45+
LN2236,Ms. Anna Graves MD,453209,30,1,Mid,0.71,Port Michael,42,Medium,16-30
LN2237,Anthony Santiago,330877,45,0,Low,0.43,Johnbury,26,Low Priority,31-45
LN2238,Dr. Rebecca Fitzpatrick,211349,5,2,Low,0.39,West Katie,16,Low Priority,0-15
LN2239,Debra Kline,254085,0,0,High,0.53,Dannyport,64,High Priority,0-15
LN2240,Kevin Mendez,41576,0,3,High,0.61,Kathleenside,32,Low Priority,0-15
LN2241,Bradley Meyer,136528,30,0,Mid,0.77,South Danielport,56,Medium,16-30
LN2242,Adriana Shields,326822,30,0,Mid,0.51,Davisville,44,Medium,16-30
LN2243,Annette Farmer,379496,60,3,Mid,0.43,North Christopherfort,0,Low Priority,45+
LN2244,Chelsea Harrison,275669,5,1,Low,0.84,West Casey,50,Medium,0-15
LN2245,Krista White,149529,30,1,Mid,0.65,New Bobbyland,38,Medium,16-30
LN2246,Brandi Marks,499767,0,1,Low,0.97,Cameronburgh,58,Medium,0-15
LN2247,Carol Diaz,442515,90,0,Mid,0.84,South William,36,Medium,45+
LN2248,Amanda Delgado,353015,0,0,High,0.45,Alexandermouth,60,High Priority,0-15
LN2249,Samantha Martin,342046,60,3,Low,0.45,Lake Johnchester,0,Low Priority,45+
LN2250,Wesley Calderon,269402,30,0,Low,0.78,New Rachel,49,Medium,16-30
LN2251,Karen Atkinson,263466,45,0,High,0.95,Mccoyfort,68,High Priority,31-45
LN2252,Yvonne Pugh,83884,120,0,Low,0.55,Port Chadton,2,Low Priority,45+
LN2253,Christopher Jones,101110,45,0,Low,0.92,Brandonberg,50,Medium,31-45
LN2254,Aaron Murphy,71360,0,1,High,0.42,Martinside,47,Medium,0-15
LN2255,Laura Parker,300195,15,1,Low,0.66,Stevenland,37,Medium,0-15
LN2256,Derek Hopkins,301787,0,0,Low,0.4,New Shane,42,Medium,0-15
LN2257,Matthew Carroll,218360,15,0,Low,0.6,New Drew,46,Medium,0-15
LN2258,Natasha Grant,433399,30,0,Low,0.42,Port Teresa,31,Low Priority,16-30
LN2259,Susan Mccoy,128835,0,0,Low,0.56,Lake Brenda,50,Medium,0-15
LN2260,Alexander Spencer,120417,30,1,Mid,0.49,Anthonyview,30,Low Priority,16-30
LN2261,Julie Bryan,303445,0,0,Mid,0.4,New Petershire,50,Medium,0-15
LN2262,Peter Rivera,452606,120,0,Mid,0.77,North Thomas,20,Low Priority,45+
LN2263,Savannah Hutchinson,436826,30,0,Low,0.92,New Codyshire,56,Medium,16-30
LN2264,Michael Jones,21537,0,1,High,0.57,Rachelshire,54,Medium,0-15
LN2265,Brandy Peterson,106155,15,0,Low,0.7,Timothymouth,51,Medium,0-15
LN2266,Mr. Anthony West,356377,90,2,Low,0.91,Lake Eddie,8,Low Priority,45+
LN2267,Ashley Williams,40104,30,0,High,0.49,West Elizabeth,50,Medium,16-30
LN2268,Charles Elliott,193084,30,1,Low,0.8,New Daltonfort,38,Medium,16-30
LN2269,Joseph Steele,214716,30,0,Mid,0.37,North Samanthaport,36,Medium,16-30
LN2270,Jessica Myers,342790,0,1,Mid,0.72,Bridgetborough,54,Medium,0-15
LN2271,Brian Larson,143199,0,0,High,0.42,Jeanneberg,59,Medium,0-15
LN2272,Matthew Donaldson,384655,120,0,Low,0.76,Coreybury,12,Low Priority,45+
LN2273,Larry Black,463443,60,0,Mid,0.4,West Ruth,26,Low Priority,45+
LN2274,Eric Hughes,111038,5,0,Mid,0.67,West Courtneymouth,62,High Priority,0-15
LN2275,Stephanie Ellis,317073,0,1,Low,0.36,New Philip,28,Low Priority,0-15
LN2276,Amanda Wheeler,288185,5,0,Mid,0.8,Ruthfurt,68,High Priority,0-15
LN2277,Jeffrey Guerrero,428294,120,1,Low,0.35,Atkinsmouth,0,Low Priority,45+
LN2278,Tracey Rosales,479560,30,1,Mid,0.47,West Jerry,30,Low Priority,16-30
LN2279,Robin Mcclure,486764,45,0,Mid,0.81,Waltersmouth,52,Medium,31-45
LN2280,Andrea Boone,78026,5,1,Mid,0.39,New Christopher,36,Medium,0-15
LN2281,Roger Morris DDS,381333,15,3,Mid,0.87,Andersonberg,32,Low Priority,0-15
LN2282,Jessica Carter,279636,5,0,High,0.87,Hendersonside,80,High Priority,0-15
LN2283,Vickie Lopez,488451,30,1,Mid,0.4,Lake Kylie,26,Low Priority,16-30
LN2284,David Mason,249991,0,1,Low,0.61,Petersenport,40,Medium,0-15
LN2285,Joy Reyes,233482,30,0,Mid,0.41,Wesleyside,38,Medium,16-30
LN2286,Hector Crosby,144232,0,1,Mid,0.54,West Dawnport,45,Medium,0-15
LN2287,Andrew Miller,261535,0,0,Low,0.71,Myersmouth,58,Medium,0-15
LN2288,Lisa Marshall,331997,15,0,Mid,0.82,Thomasview,65,High Priority,0-15
LN2289,Judy Warren,60736,5,1,Low,0.87,Lisamouth,52,Medium,0-15
LN2290,Brian Peters,244793,0,0,Mid,0.35,Linhaven,48,Medium,0-15
LN2291,Lisa Brown,421072,5,0,High,0.77,Veronicaland,74,High Priority,0-15
LN2292,Patrick Smith DVM,395574,0,1,Low,0.94,Graychester,57,Medium,0-15
LN2293,Michele Morales DDS,261356,120,0,Mid,0.7,Gonzalezburgh,17,Low Priority,45+
LN2294,Kimberly Murphy,54160,60,2,Low,0.72,Thomasburgh,10,Low Priority,45+
LN2295,Wesley Pace,287688,15,0,Mid,0.47,Daughertyview,48,Medium,0-15
LN2296,Chad Perez,222821,45,0,Mid,0.95,Coxland,60,High Priority,31-45
LN2297,Jacob Heath,23981,15,0,Low,0.37,South Melissa,34,Low Priority,0-15
LN2298,Brandon Cox,145580,15,0,Low,0.34,West Andrewmouth,33,Low Priority,0-15
LN2299,Michael Ellis,186963,5,2,Mid,0.59,Tamarashire,34,Low Priority,0-15
LN2300,Alex Peterson,278789,5,0,High,0.55,Lake Patriciaburgh,64,High Priority,0-15
LN2301,Raymond Reed,78047,15,0,High,0.42,Gordonside,53,Medium,0-15
LN2302,Nicole Smith,368292,90,0,Mid,0.98,Pruittchester,43,Medium,45+
LN2303,Sara Deleon,482427,30,2,Low,0.53,Port Brandonberg,12,Low Priority,16-30
LN2304,Matthew Shields,183535,120,0,Mid,0.78,Lake Patricia,21,Low Priority,45+
LN2305,Erin Harris,213709,45,1,Low,0.44,New Virginia,14,Low Priority,31-45
LN2306,Erin Farmer,87560,0,2,High,0.54,Erikside,41,Medium,0-15
LN2307,Willie Drake,45345,0,3,High,0.59,West Patrick,32,Low Priority,0-15
LN2308,Clifford Jimenez,177212,0,1,Mid,0.33,Matthewchester,34,Low Priority,0-15
LN2309,Matthew Arias,494434,30,2,Mid,0.39,North Caleb,14,Low Priority,16-30
LN2310,Renee Hanson,180576,5,2,Mid,0.84,Deborahburgh,46,Medium,0-15
LN2311,Mary Dean,463931,60,2,Low,0.96,Lake Kristie,22,Low Priority,45+
LN2312,Anthony Martin,429675,45,0,Mid,0.98,West Erica,61,High Priority,31-45
LN2313,Bryan Summers,128612,0,3,Low,0.4,Stephaniechester,6,Low Priority,0-15
LN2314,Amber Larson,473335,90,0,Low,0.99,Myersshire,36,Medium,45+
LN2315,Zachary Wilson,421339,0,0,Low,0.7,Jenniferbury,57,Medium,0-15
LN2316,Renee Knight,88322,0,0,Low,0.97,Jillianburgh,70,High Priority,0-15
LN2317,Emily Smith,407932,30,1,Mid,0.39,Martinton,26,Low Priority,16-30
LN2318,Christopher Rodriguez DDS,193688,45,0,Low,0.75,Melindaberg,42,Medium,31-45
LN2319,Christopher Smith,119122,60,0,Mid,0.36,Zamorastad,24,Low Priority,45+
LN2320,Sarah Weber,255851,45,0,Low,0.32,Port Williamhaven,20,Low Priority,31-45
LN2321,Rachel Stout,295381,45,3,Mid,0.62,Danielleton,7,Low Priority,31-45
LN2322,Melinda Sparks,267541,60,0,Mid,0.87,Lake Christian,50,Medium,45+
LN2323,Dr. Heather Mitchell,256403,5,2,High,0.37,Christophershire,30,Low Priority,0-15
LN2324,Tony Anderson,117247,45,0,Mid,0.37,West Dwayne,30,Low Priority,31-45
LN2325,Mary Hawkins,239606,0,1,Low,0.85,Port Seantown,52,Medium,0-15
LN2326,Dr. Andrew Navarro,225603,0,0,Low,0.83,North Danielville,64,High Priority,0-15
LN2327,Steven Stewart,33265,0,2,Mid,0.39,Changhaven,26,Low Priority,0-15
LN2328,Lisa Benson,241711,15,0,Mid,0.9,New Sarahfurt,69,High Priority,0-15
LN2329,Kevin Johnson,115310,15,1,High,0.66,South Bryanfurt,53,Medium,0-15
LN2330,Cynthia Gallagher,380400,5,0,Mid,0.86,Port Benjaminville,71,High Priority,0-15
LN2331,Ronald Jackson,123863,15,0,High,0.88,East Matthewhaven,76,High Priority,0-15
LN2332,Todd Smith,353329,15,2,Mid,0.94,Willistown,47,Medium,0-15
LN2333,Maria Hill,114533,45,0,Low,0.37,West Shelley,22,Low Priority,31-45
LN2334,Brittany Cortez,344809,45,0,Mid,0.42,Thompsonmouth,33,Low Priority,31-45
LN2335,Micheal Higgins,384765,5,0,Low,0.68,South Phillipton,54,Medium,0-15
LN2336,Hunter Francis,349127,0,0,Mid,0.53,Carlhaven,56,Medium,0-15
LN2337,Lynn Johnson,174607,0,0,Mid,0.83,Carlsonport,72,High Priority,0-15
LN2338,Suzanne Griffith,258657,0,1,Low,0.64,Whiteborough,42,Medium,0-15
LN2339,Robert Davis,360070,5,0,Low,0.82,New Jamesstad,61,High Priority,0-15
LN2340,William Ali,161774,15,1,Mid,0.43,Hallstad,34,Low Priority,0-15
LN2341,Mary Dunlap,137369,5,0,Low,0.49,Lake Gregoryburgh,44,Medium,0-15
LN2342,Tony Livingston,200109,15,0,Low,0.96,Websterside,64,High Priority,0-15
LN2343,Lucas Grimes,231445,30,0,Low,0.39,Morenomouth,30,Low Priority,16-30
LN2344,Meghan Bartlett,113220,30,1,High,0.49,New Samuel,38,Medium,16-30
LN2345,Martin Mercer,288137,15,0,Low,0.57,West Michael,44,Medium,0-15
LN2346,Elizabeth Carter,36138,45,1,Mid,0.51,Ronnieton,26,Low Priority,31-45
LN2347,Micheal Turner,102315,15,1,Low,0.92,Johnnyborough,50,Medium,0-15
LN2348,John Hart,236682,0,0,Low,0.59,Port Edwardshire,52,Medium,0-15
LN2349,Mary Harrington,395601,0,1,Mid,0.63,Fuentesside,50,Medium,0-15
LN2350,Marissa Levine,99553,0,2,Mid,0.42,Port Christopherport,27,Low Priority,0-15
LN2351,Terry Brennan,249937,0,0,High,0.42,West Jean,59,Medium,0-15
LN2352,Nicole Adams,178571,15,0,Low,0.43,Mitchellfurt,38,Medium,0-15
LN2353,Ashley Allen,20294,0,1,High,0.77,Timothymouth,64,High Priority,0-15
LN2354,Beth Griffith,328372,0,0,Low,0.56,New Theodoreton,50,Medium,0-15
LN2355,Austin Hicks,127779,0,0,Low,0.7,Lake Jeffreyhaven,57,Medium,0-15
LN2356,Michael Walker,49332,0,0,Mid,0.34,Taylormouth,47,Medium,0-15
LN2357,Jerome Avila,79946,0,2,Low,0.92,Mariabury,44,Medium,0-15
LN2358,William Ramos,121387,0,0,Mid,0.45,Goodwinborough,52,Medium,0-15
LN2359,Brenda Dennis,169725,90,0,High,0.85,Harrismouth,44,Medium,45+
LN2360,Austin James,427922,0,0,Low,0.37,Angelaborough,40,Medium,0-15
LN2361,Misty Rodriguez,177541,45,2,Mid,0.41,Michaelland,8,Low Priority,31-45
LN2362,Stephanie Cook,167776,60,0,High,0.73,Port Stacy,50,Medium,45+
LN2363,Pamela Glenn,223462,5,2,Mid,0.36,Lake George,22,Low Priority,0-15
LN2364,William Rivera,460924,60,0,Low,0.85,Tinashire,40,Medium,45+
LN2365,Charles Gomez,117927,15,0,Mid,0.55,East Amberland,52,Medium,0-15
LN2366,William Estrada,75556,0,0,Mid,0.7,Jacksontown,65,High Priority,0-15
LN2367,Vincent Wilcox,242489,0,1,Mid,0.43,South Scott,40,Medium,0-15
LN2368,Brittany Taylor,117469,5,0,Low,0.97,South Eugene,68,High Priority,0-15
LN2369,Joseph Yang,418825,45,0,Mid,0.94,North Lindaton,59,Medium,31-45
LN2370,Matthew Gordon,115042,15,0,High,0.41,New Melissaview,52,Medium,0-15
LN2371,Dr. Amanda Conley,141211,30,2,High,0.94,Kristenmouth,49,Medium,16-30
LN2372,Mr. Seth Clark PhD,22413,0,1,Mid,0.59,New Brandonmouth,48,Medium,0-15
LN2373,Stephen Obrien,78408,0,1,Mid,0.36,Cortezhaven,36,Medium,0-15
LN2374,Alison Frye,297906,60,0,Low,0.38,Smithhaven,17,Low Priority,45+
LN2375,Donald Horn,368483,15,1,Mid,0.89,Aprilfurt,56,Medium,0-15
LN2376,James Carter,57792,60,0,Mid,0.43,Richardsonland,28,Low Priority,45+
LN2377,Mike Jacobs,33777,45,0,High,0.37,Elizabethbury,38,Medium,31-45
LN2378,Justin Cohen,394695,60,2,Mid,0.77,Wilsonborough,20,Low Priority,45+
LN2379,Daniel Brown,429824,45,3,Mid,0.74,Courtneychester,13,Low Priority,31-45
LN2380,Katelyn Gonzalez,464256,45,0,High,0.69,Port Shirley,54,Medium,31-45
LN2381,Stephanie Parker,460474,0,0,Mid,0.4,Johnmouth,50,Medium,0-15
LN2382,Andrew Herring,360752,5,3,Mid,0.4,Lake Johnview,12,Low Priority,0-15
LN2383,Amber Francis,150466,90,1,High,0.79,Christopherburgh,30,Low Priority,45+
LN2384,Kenneth Larsen,420706,5,0,Mid,0.52,South Misty,54,Medium,0-15
LN2385,Austin Fields,392362,30,0,Mid,0.41,Stokeston,38,Medium,16-30
LN2386,Mary Peterson,242343,5,0,Low,0.67,Reynoldsmouth,54,Medium,0-15
LN2387,Michael Griffith,379147,45,2,Mid,0.81,North Michael,28,Low Priority,31-45
LN2388,Nathan Leonard,227580,0,2,Mid,0.7,South Edward,41,Medium,0-15
LN2389,Michael Freeman,84340,0,1,Mid,0.55,Kimberlyville,46,Medium,0-15
LN2390,Mark Perez,291635,5,0,Low,0.97,New Ginachester,68,High Priority,0-15
LN2391,Chris Reese,55010,30,2,Low,0.99,Duranmouth,36,Medium,16-30
LN2392,Zachary Mcfarland,87005,15,0,Low,0.82,Perezfort,57,Medium,0-15
LN2393,Monique Freeman,121735,5,1,High,0.77,Caitlinstad,62,High Priority,0-15
LN2394,Margaret Wagner,432492,30,1,High,0.88,Stevensmouth,58,Medium,16-30
LN2395,David Burke MD,187558,0,3,Mid,0.8,Patrickburgh,34,Low Priority,0-15
LN2396,Corey Castaneda,164378,0,0,Low,0.84,South Nicholashaven,64,High Priority,0-15
LN2397,Kim Martinez,47197,90,0,Mid,0.96,Dennishaven,42,Medium,45+
LN2398,Daniel Brown,131030,0,1,High,0.68,North Lisa,60,High Priority,0-15
LN2399,Tracie Walsh,145342,15,0,Low,0.41,West Rachel,36,Medium,0-15
LN2400,Adrian Carr,266222,0,2,Mid,0.43,Johnsonfort,28,Low Priority,0-15
LN2401,Kara Jimenez,290047,60,0,Low,0.82,North Timothyville,39,Medium,45+
LN2402,Kenneth Oconnell,430654,90,0,Low,0.42,Davilabury,7,Low Priority,45+
LN2403,Rebecca Smith,482122,0,0,Mid,0.74,South Jason,67,High Priority,0-15
LN2404,Benjamin Barron MD,23650,120,0,High,0.6,Timothystad,20,Low Priority,45+
LN2405,Paula Rodriguez,249767,5,1,Mid,0.99,South Jennifer,66,High Priority,0-15
LN2406,Samantha Franklin,273807,15,1,Mid,0.94,Port Patricktown,59,Medium,0-15
LN2407,Kim Harper,306076,30,2,Low,0.91,Lopezville,32,Low Priority,16-30
LN2408,Jennifer Russell,320176,30,0,Low,0.59,East Danielfort,40,Medium,16-30
LN2409,Amanda Brooks,252284,90,0,Low,0.9,Bradfordside,31,Low Priority,45+
LN2410,Melinda Rhodes,270768,0,0,High,0.84,New Troy,80,High Priority,0-15
LN2411,Caitlin Price,113286,45,0,High,0.63,Barrettshire,52,Medium,31-45
LN2412,Theresa Wilson,64194,5,0,Low,0.81,North Charlotte,60,High Priority,0-15
LN2413,Frederick Rodriguez,187567,45,0,Mid,0.81,Williamtown,52,Medium,31-45
LN2414,Justin Keith,315305,60,0,Mid,0.69,Cherylmouth,40,Medium,45+
LN2415,Cody Bullock,413348,5,3,High,0.8,Lake Elizabethstad,40,Medium,0-15
LN2416,Christopher Ewing,144693,0,1,Low,0.72,South Shelby,46,Medium,0-15
LN2417,Matthew Turner,59601,120,1,Mid,0.5,Port Stuartmouth,0,Low Priority,45+
LN2418,Justin Johnson,185803,45,3,Mid,0.52,Barberville,2,Low Priority,31-45
LN2419,Julia Johnston,179277,30,0,Mid,0.46,New Geoffreychester,41,Medium,16-30
LN2420,Sonya Lowery,109299,5,0,Mid,0.96,East Kyle,76,High Priority,0-15
LN2421,Jessica Adams,461737,15,1,High,0.55,East John,48,Medium,0-15
LN2422,John Harris,212317,90,1,Mid,0.88,Diazborough,26,Low Priority,45+
LN2423,Laura Parker,272773,45,0,Mid,0.83,Davidside,54,Medium,31-45
LN2424,Curtis Jimenez,281776,0,0,Low,0.71,Middletonmouth,58,Medium,0-15
LN2425,Brenda Avila,325745,5,0,High,0.38,Butlerside,55,Medium,0-15
LN2426,Jennifer Mitchell,330511,90,0,Mid,0.8,Lake Geraldburgh,34,Low Priority,45+
LN2427,Amber Pearson,161707,0,1,Low,0.57,Gaychester,38,Medium,0-15
LN2428,William Peters,440628,0,0,Low,0.46,South Jessicamouth,45,Medium,0-15
LN2429,Natalie Newman,344816,90,1,High,0.89,Lake James,34,Low Priority,45+
LN2430,Melinda Moss,351080,0,1,Mid,0.94,Shelleyland,65,High Priority,0-15
LN2431,Brooke Norman,119862,5,2,Low,0.91,Powellview,42,Medium,0-15
LN2432,Daniel Montgomery,287553,45,0,Low,0.89,Aprilshire,48,Medium,31-45
LN2433,Walter Taylor,308102,120,0,Low,0.45,Lake Shannonport,0,Low Priority,45+
LN2434,Mr. William Smith II,274657,90,1,High,0.81,North Brian,30,Low Priority,45+
LN2435,Alexander Jones,187442,0,0,High,0.46,Taylorside,61,High Priority,0-15
LN2436,Katie Howell,137450,60,0,Low,0.48,New Kevin,22,Low Priority,45+
LN2437,Lori Cohen,36709,15,0,Mid,0.74,West Tonyaland,61,High Priority,0-15
LN2438,Alan Allen,430949,45,3,Low,0.65,North Douglasmouth,0,Low Priority,31-45
LN2439,Rebecca Myers,262840,30,1,Low,0.82,North Michelechester,39,Medium,16-30
LN2440,Charles Moore,138922,5,0,Mid,0.31,Caldwellberg,44,Medium,0-15
LN2441,Jonathon Riley,104433,0,0,Mid,0.3,Bennettland,45,Medium,0-15
LN2442,Seth Lee,88515,90,0,Low,0.43,Cherylburgh,8,Low Priority,45+
LN2443,Shelley Stanley,156694,30,0,High,0.38,Martinezshire,45,Medium,16-30
LN2444,Andrew Wilcox,492548,5,1,Mid,0.62,Lake Carlosshire,47,Medium,0-15
LN2445,Steven Banks,496215,60,0,Mid,0.94,South Pamela,53,Medium,45+
LN2446,Douglas Wheeler,250739,5,2,Mid,0.76,New James,42,Medium,0-15
LN2447,Sarah Roman,27233,30,0,Mid,0.59,Stephensonfort,48,Medium,16-30
LN2448,Melissa Cortez,128684,0,0,Mid,0.62,Gonzalezport,61,High Priority,0-15
LN2449,Mrs. Sherry Roberts MD,133815,30,1,Mid,0.57,West Tonya,34,Low Priority,16-30
LN2450,Cody Frye Jr.,41182,0,0,High,0.71,Port Christinaborough,74,High Priority,0-15
LN2451,Christopher Branch,161488,15,2,Low,0.66,Englishmouth,25,Low Priority,0-15
LN2452,Sarah Santos,499969,0,0,Mid,0.96,Cobbville,78,High Priority,0-15
LN2453,Taylor Hughes,30794,0,0,Mid,0.34,Gonzalezfort,47,Medium,0-15
LN2454,Chad Evans,434016,0,1,Low,0.56,Geoffreyview,38,Medium,0-15
LN2455,Danielle Douglas,327143,30,0,Mid,0.64,Port Saramouth,50,Medium,16-30
LN2456,Kristen Beasley,258697,45,3,Low,0.35,Rogersview,0,Low Priority,31-45
LN2457,Jennifer Walker,345899,15,1,Mid,0.4,Port Seanton,32,Low Priority,0-15
LN2458,Breanna Johnston,467628,15,1,Low,0.93,Joshuastad,50,Medium,0-15
LN2459,Jacob Thompson,404822,0,0,Mid,0.46,East Alexandraview,53,Medium,0-15
LN2460,Amy Moody,246090,15,2,Low,0.59,South Kevinton,22,Low Priority,0-15
LN2461,Brandon Klein,180371,30,0,High,0.6,North Sarahtown,56,Medium,16-30
LN2462,Ryan Brown,41390,60,0,Low,0.47,South Angelaport,22,Low Priority,45+
LN2463,Scott Anderson,258634,0,0,Low,0.51,West Jacquelinemouth,48,Medium,0-15
LN2464,Patrick Trujillo,98113,5,1,Low,0.86,Matthewburgh,51,Medium,0-15
LN2465,Angela Rivera,415412,45,0,Mid,0.41,Russellhaven,32,Low Priority,31-45
LN2466,Jerry Holmes,316221,0,1,High,0.33,Weberfort,42,Medium,0-15
LN2467,Thomas Alvarez,317915,0,2,Mid,0.48,East Kevinfort,30,Low Priority,0-15
LN2468,Dustin Hicks,442593,15,1,Low,0.91,Whiteport,50,Medium,0-15
LN2469,Ryan Robles,202058,15,0,Mid,0.51,Lake Stephenchester,50,Medium,0-15
LN2470,Jason Houston,381756,15,0,Mid,0.45,South Lauren,46,Medium,0-15
LN2471,Cynthia Hill,174030,0,0,Mid,0.8,West Michaelville,70,High Priority,0-15
LN2472,Ronald Horton,466848,5,1,Low,0.7,New Leslieview,43,Medium,0-15
LN2473,Eric Graves,176390,0,0,Mid,0.9,East Angela,75,High Priority,0-15
LN2474,Justin Melendez,115872,60,0,Mid,0.93,Sherryshire,52,Medium,45+
LN2475,Joan Kemp,175075,15,0,Low,0.39,Lake Tracy,36,Medium,0-15
LN2476,Joshua Cochran,39622,5,0,Mid,0.46,Lauratown,51,Medium,0-15
LN2477,Ebony Murray,272356,15,2,High,0.82,Port Jeffreychester,49,Medium,0-15
LN2478,James Stevenson,23196,15,0,Low,0.36,Ritterland,34,Low Priority,0-15
LN2479,Tyler Savage,441441,45,0,Low,0.95,Port Matthew,52,Medium,31-45
LN2480,Martha Porter,455703,0,0,High,0.3,Jonestown,53,Medium,0-15
LN2481,Matthew Tucker,396826,5,0,Mid,0.85,Smithton,70,High Priority,0-15
LN2482,Erik Jones,76866,60,0,High,0.78,East Karentown,53,Medium,45+
LN2483,Angela Taylor,450779,30,3,Mid,0.38,Mariefort,1,Low Priority,16-30
LN2484,Elizabeth Fox,55135,5,0,Low,0.61,Port Christie,50,Medium,0-15
LN2485,Christina Moore,326792,0,2,Mid,0.34,Davistown,23,Low Priority,0-15
LN2486,Kevin Clements,204544,0,0,Low,0.85,Hernandezbury,64,High Priority,0-15
LN2487,Jonathan Chen,463833,90,0,High,0.53,Mikeberg,28,Low Priority,45+
LN2488,Robert Acosta,224335,15,1,Low,0.72,Taylorport,40,Medium,0-15
LN2489,Kevin Foster,86354,0,1,Mid,0.99,South Elizabeth,68,High Priority,0-15
LN2490,Sarah Glover,266889,0,0,Mid,0.72,North Micheleville,66,High Priority,0-15
LN2491,Emily Andrews,42419,60,2,High,0.9,Lake Joseph,35,Medium,45+
LN2492,Katherine Jackson,55169,5,0,Low,0.37,New Debbie,38,Medium,0-15
LN2493,Mrs. Emily Strickland DDS,33444,15,0,High,0.52,North Michael,58,Medium,0-15
LN2494,Jennifer Reese,114826,0,0,Mid,0.74,Markbury,67,High Priority,0-15
LN2495,Abigail Rios,75612,5,1,Mid,0.6,Mariomouth,46,Medium,0-15
LN2496,Megan Smith,389556,15,0,Low,0.34,Rodriguezstad,33,Low Priority,0-15
LN2497,Donald White,114154,45,0,Low,0.46,West Heather,27,Low Priority,31-45
LN2498,Adam Joseph DDS,57941,90,0,High,0.86,Moodyton,45,Medium,45+
LN2499,Angela Parrish,20801,90,3,Low,0.87,Michaelview,0,Low Priority,45+
LN2500,Bethany Hicks,445665,15,0,High,0.5,Port Ashley,57,Medium,0-15
LN2501,Tyler Roberts,187217,0,0,High,0.93,West Nicole,84,High Priority,0-15
LN2502,John Orr,170641,5,0,Mid,0.5,Jeremyfort,53,Medium,0-15
LN2503,Nicholas Brown,161203,60,0,Low,0.36,Lake Jared,16,Low Priority,45+
LN2504,Alexa Jennings,105192,5,1,Low,0.66,Lake Nichole,41,Medium,0-15
LN2505,Rebecca Baker,52069,0,0,High,0.94,Georgefort,85,High Priority,0-15
LN2506,Robert Johnston,194588,30,0,Mid,0.81,Moniquebury,58,Medium,16-30
LN2507,Matthew Thomas,60088,60,1,Low,0.94,New Elizabeth,33,Low Priority,45+
LN2508,Anthony Johnson,32818,45,0,Low,0.8,Maryton,44,Medium,31-45
LN2509,Cameron Harris,65784,0,0,High,0.65,Lewishaven,70,High Priority,0-15
LN2510,Matthew Baker,143852,30,0,Low,0.5,New Jacquelineberg,35,Medium,16-30
LN2511,Allen Ali,72335,0,0,Mid,0.49,Edwardbury,54,Medium,0-15
LN2512,Stephanie Williams,112264,0,0,Mid,0.9,East Jamie,75,High Priority,0-15
LN2513,Brent Sherman,27086,90,0,Low,0.4,North Tracyville,6,Low Priority,45+
LN2514,Eddie Frank,438241,30,0,Mid,0.88,North William,62,High Priority,16-30
LN2515,Michael Thomas,135981,15,2,High,0.3,North Leonardland,23,Low Priority,0-15
LN2516,Austin Casey,422641,5,0,Low,0.33,New Amyfurt,36,Medium,0-15
LN2517,Ian Hill,274174,45,1,Low,0.49,Johnfort,16,Low Priority,31-45
LN2518,Andrea Roberts,91309,60,0,Mid,0.98,Irwinville,55,Medium,45+
LN2519,Katherine Anderson,33450,60,1,Low,0.83,Davidhaven,28,Low Priority,45+
LN2520,Christopher Moss,387619,60,1,Mid,0.95,East Karen,42,Medium,45+
LN2521,Daniel Jacobson,29967,0,2,High,0.68,Rosalesmouth,48,Medium,0-15
LN2522,Cameron Wade,239516,5,1,Mid,0.75,North Christopherburgh,54,Medium,0-15
LN2523,Karen Salazar,48261,30,0,Low,0.34,South Kellyberg,27,Low Priority,16-30
LN2524,Lori Moran,76176,15,0,Mid,0.65,Andrewfurt,56,Medium,0-15
LN2525,Dawn Rodriguez,438773,5,0,Mid,0.3,Kennedymouth,43,Medium,0-15
LN2526,Brandon Waters,27310,15,1,Low,0.46,Ramirezland,27,Low Priority,0-15
LN2527,David Dean,229658,90,1,Low,0.94,Hawkinsbury,21,Low Priority,45+
LN2528,Thomas Wilson,404755,0,1,Low,0.68,Lake Williamchester,44,Medium,0-15
LN2529,Michael Dixon,254484,0,0,Mid,0.52,Lake Erichaven,56,Medium,0-15
LN2530,Steve Gonzalez,431421,90,1,Low,0.39,New Robinborough,0,Low Priority,45+
LN2531,Jennifer Gardner,128237,60,2,Mid,0.38,Navarroshire,1,Low Priority,45+
LN2532,Bernard Jones,315657,30,0,Mid,0.68,South Jonside,52,Medium,16-30
LN2533,Charles Welch,70762,0,0,Low,0.39,Lanceland,42,Medium,0-15
LN2534,Robert Howe,198002,0,0,High,0.88,Michaelfort,82,High Priority,0-15
LN2535,Mathew Brooks,42369,15,2,Low,0.86,Melissatown,35,Medium,0-15
LN2536,Lori Haney DVM,411413,0,2,Low,0.47,Joshuaborough,22,Low Priority,0-15
LN2537,Lisa Ayala,41605,0,2,Mid,0.62,Josephmouth,37,Medium,0-15
LN2538,Steven Bailey,323113,5,1,Low,0.43,Hernandeztown,30,Low Priority,0-15
LN2539,Karen Briggs,316560,5,1,Low,0.54,New Jacobborough,35,Medium,0-15
